,edad,genero,salario,paises,titulo_academico,puesto_trabajo,años_experiencia,sector_laboral,tamaño_empresa,lenguaje_programacion
15037,45-59,Mujer,+40K,Francia,Master,Business Analyst,3-5 years,Contabilidad/Finanzas,Grande, SQL
15045,18-29,Hombre,No sabe/No contesta,India,Doctorado,Business Analyst,< 1 years,,No sabe/No contesta,"Python, SQL, Java"
15048,18-29,Hombre,0-14K,India,Grado,Data Analyst,1-3 years,Médico/farmacéutico,Multinacional,"Python, SQL"
15062,18-29,Hombre,No sabe/No contesta,India,Master,Data Analyst,< 1 years,Académico/Educación,Startup,"Python, C"
15085,30-44,Hombre,No sabe/No contesta,Estados Unidos,Doctorado,Data Analyst,3-5 years,,No sabe/No contesta,"Python, SQL, MATLAB"
15088,18-29,Hombre,0-14K,India,Grado,Data Analyst,< 1 years,Negocios en línea/ventas basadas en Internet,Grande,"Python, R, SQL"
15090,18-29,Hombre,No sabe/No contesta,India,Grado,Business Analyst,< 1 years,Negocios en línea/ventas basadas en Internet,Startup,Python
15091,18-29,Hombre,No sabe/No contesta,Estados Unidos,Master,Data Analyst,1-3 years,Envío/Transporte,Multinacional,"Python, SQL, MATLAB"
15104,18-29,Hombre,15K-39K,Brasil,Estudios Universitarios,Data Analyst,5-10 years,Tecnológico,Grande,"Python, SQL"
15110,30-44,Hombre,15K-39K,Brasil,Master,Data Analyst,1-3 years,Gobierno/servicio público,Mediana,"Python, R"
15112,18-29,Mujer,No sabe/No contesta,Nigeria,Master,Data Analyst,1-3 years,,No sabe/No contesta,"Python, SQL"
15114,18-29,Hombre,+40K,India,Grado,Data Analyst,1-3 years,Tecnológico,Pequeña,Python
15123,30-44,Hombre,15K-39K,Mexico,Master,Data Analyst,1-3 years,Tecnológico,Startup,"Python, R, SQL"
15125,45-59,Hombre,15K-39K,Portugal,Doctorado,Business Analyst,< 1 years,Contabilidad/Finanzas,Startup, R
15134,30-44,Hombre,No sabe/No contesta,Estados Unidos,Master,Business Analyst,3-5 years,,No sabe/No contesta, None
15153,30-44,Hombre,15K-39K,Otros,Master,Data Analyst,5-10 years,Gobierno/servicio público,Pequeña," R, SQL"
15157,18-29,Hombre,0-14K,Bangladesh,Grado,Business Analyst,3-5 years,Académico/Educación,Pequeña, Swift
15164,30-44,Hombre,15K-39K,Italia,Master,Business Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,"Python, SQL"
15166,45-59,Hombre,+40K,Reino Unido,Grado,Business Analyst,1-3 years,Contabilidad/Finanzas,Grande,"Python, SQL"
15170,60-70+,Hombre,No sabe/No contesta,Estados Unidos,Estudios Universitarios,Data Analyst,20+ years,,No sabe/No contesta,"Python, R, SQL, C, C++, Java, Javascript, Julia, Swift, Bash, MATLAB"
15179,18-29,Hombre,0-14K,Brasil,Master,Data Analyst,3-5 years,Energía/Minería,Startup,"Python, SQL, Javascript, Bash, MATLAB, Other"
15186,45-59,Hombre,+40K,Canada,Master,Business Analyst,5-10 years,Contabilidad/Finanzas,Mediana,"Python, R, SQL, Other"
15189,45-59,Mujer,0-14K,Argentina,Grado,Business Analyst,< 1 years,Tecnológico,Multinacional, None
15193,45-59,Hombre,+40K,España,Master,Business Analyst,3-5 years,Médico/farmacéutico,Startup," R, Other"
15194,30-44,Hombre,No sabe/No contesta,Estados Unidos,Master,Data Analyst,5-10 years,,No sabe/No contesta,Python
15198,18-29,Mujer,No sabe/No contesta,India,Bachillerato,Business Analyst,I have never written code,Ventas al por menor,Startup,No sabe/No contesta
15202,30-44,Hombre,0-14K,Rusia,Master,Data Analyst,1-3 years,Envío/Transporte,Pequeña,"Python, SQL"
15212,30-44,Mujer,No sabe/No contesta,Estados Unidos,Master,Data Analyst,1-3 years,Médico/farmacéutico,Multinacional,"Python, R, SQL"
15231,18-29,Mujer,15K-39K,Taiwan,Master,Data Analyst,1-3 years,Fabricación,Multinacional,"Python, SQL"
15243,18-29,Hombre,+40K,Estados Unidos,Estudios Universitarios,Data Analyst,1-3 years,Ventas al por menor,Startup,"Python, SQL, Bash"
15263,18-29,Hombre,0-14K,Austria,Master,Data Analyst,1-3 years,Hostelería/Entretenimiento/Deportes,Multinacional," R, SQL, Javascript"
15275,30-44,Hombre,No sabe/No contesta,Otros,Prefiero no responder,Data Analyst,3-5 years,Gobierno/servicio público,Mediana,"Python, R, SQL"
15278,30-44,Hombre,15K-39K,Chile,Master,Business Analyst,< 1 years,Envío/Transporte,Grande,"Python, R, SQL"
15279,30-44,Hombre,0-14K,India,Master,Data Analyst,< 1 years,Contabilidad/Finanzas,Multinacional," R, SQL"
15293,18-29,Hombre,15K-39K,Estados Unidos,Grado,Data Analyst,1-3 years,Gobierno/servicio público,Pequeña,"Python, SQL, Javascript"
15302,18-29,Hombre,No sabe/No contesta,Argentina,Grado,Business Analyst,< 1 years,ONG/Servicio,Startup, SQL
15307,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,< 1 years,Otros,Startup,Python
15313,30-44,Hombre,0-14K,Japon,Master,Data Analyst,< 1 years,Marketing/CRM,Pequeña,"Python, SQL"
15315,18-29,Hombre,0-14K,Marruecos,Doctorado,Data Analyst,3-5 years,Académico/Educación,Startup,"Python, MATLAB"
15343,30-44,Mujer,0-14K,Rusia,Master,Business Analyst,< 1 years,Marketing/CRM,Pequeña,"Python, SQL"
15345,30-44,Mujer,+40K,India,Master,Data Analyst,I have never written code,Contabilidad/Finanzas,Multinacional,No sabe/No contesta
15347,60-70+,Hombre,0-14K,Argentina,Master,Data Analyst,10-20 years,Tecnológico,Grande,"Python, SQL, Other"
15374,18-29,Hombre,+40K,Emiratos Arabes,Grado,Data Analyst,1-3 years,Gobierno/servicio público,Multinacional,Python
15375,18-29,Mujer,+40K,Estados Unidos,Master,Data Analyst,1-3 years,Servicio en línea/Servicios basados ​​en Internet,Mediana,"Python, R, SQL"
15383,30-44,Hombre,0-14K,Colombia,Master,Business Analyst,1-3 years,Contabilidad/Finanzas,Grande," SQL, Java"
15387,30-44,Hombre,No sabe/No contesta,Chile,Grado,Data Analyst,< 1 years,Contabilidad/Finanzas,Startup,Python
15388,18-29,Hombre,+40K,Canada,Grado,Data Analyst,1-3 years,Contabilidad/Finanzas,Startup, SQL
15392,30-44,Hombre,+40K,Ucrania,Master,Business Analyst,1-3 years,Marketing/CRM,Grande,"Python, R, SQL"
15393,18-29,Mujer,No sabe/No contesta,Kenia,Master,Data Analyst,1-3 years,Seguro/Evaluación de Riesgos,Grande,"Python, R, SQL, Javascript"
15398,60-70+,Hombre,15K-39K,Reino Unido,Grado,Business Analyst,20+ years,Envío/Transporte,Startup," R, SQL, Javascript"
15399,60-70+,Hombre,15K-39K,Otros,Estudios Universitarios,Business Analyst,1-3 years,Servicio en línea/Servicios basados ​​en Internet,Startup," SQL, Javascript"
15409,45-59,Hombre,0-14K,Polonia,Estudios Universitarios,Business Analyst,3-5 years,Energía/Minería,Startup,"Python, Javascript"
15410,18-29,Mujer,No sabe/No contesta,India,Master,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, R, SQL, C, C++"
15415,30-44,Hombre,0-14K,Emiratos Arabes,Master,Data Analyst,< 1 years,Ventas al por menor,Startup,"Python, SQL"
15416,18-29,Hombre,15K-39K,Estados Unidos,Master,Business Analyst,< 1 years,Ventas al por menor,Grande,"Python, R, SQL"
15417,18-29,Hombre,0-14K,China,Master,Data Analyst,< 1 years,Marketing/CRM,Mediana,Python
15421,30-44,Hombre,No sabe/No contesta,Estados Unidos,Grado,Data Analyst,3-5 years,,No sabe/No contesta,"Python, SQL"
15426,30-44,Hombre,+40K,Otros,Master,Business Analyst,10-20 years,Energía/Minería,Grande," R, SQL"
15437,18-29,Hombre,0-14K,China,Estudios Universitarios,Data Analyst,1-3 years,Tecnológico,Pequeña,Python
15468,30-44,Hombre,+40K,Brasil,Grado,Business Analyst,10-20 years,Gobierno/servicio público,Grande," R, C, C++, Java, Julia, Other"
15470,30-44,Hombre,No sabe/No contesta,Nigeria,Master,Data Analyst,< 1 years,Tecnológico,Grande,Python
15478,18-29,Mujer,No sabe/No contesta,Italia,Master,Data Analyst,1-3 years,Hostelería/Entretenimiento/Deportes,Mediana,Python
15480,45-59,Mujer,No sabe/No contesta,Taiwan,Master,Business Analyst,3-5 years,Contabilidad/Finanzas,Mediana," SQL, Javascript"
15481,30-44,Hombre,+40K,Canada,Master,Data Analyst,1-3 years,Tecnológico,Multinacional,"Python, SQL"
15499,18-29,Mujer,No sabe/No contesta,Otros,Master,Data Analyst,1-3 years,Otros,Startup,"Python, C, Java, Javascript"
15506,18-29,Hombre,+40K,Bangladesh,Grado,Data Analyst,1-3 years,Tecnológico,Pequeña,Python
15512,18-29,Mujer,No sabe/No contesta,China,Master,Data Analyst,< 1 years,Negocios en línea/ventas basadas en Internet,Pequeña,"Python, SQL"
15526,45-59,Mujer,+40K,Estados Unidos,Grado,Business Analyst,I have never written code,Envío/Transporte,Multinacional,No sabe/No contesta
15527,45-59,Hombre,15K-39K,Reino Unido,Master,Data Analyst,< 1 years,Médico/farmacéutico,Startup," R, SQL"
15532,30-44,Hombre,No sabe/No contesta,Grecia,Master,Data Analyst,< 1 years,Tecnológico,Startup,"Python, R, SQL"
15541,18-29,Hombre,15K-39K,India,Master,Data Analyst,< 1 years,Ventas al por menor,Multinacional,"Python, SQL, Java"
15542,30-44,Hombre,No sabe/No contesta,Ecuador,Grado,Data Analyst,< 1 years,Gobierno/servicio público,Startup,"Python, SQL"
15544,30-44,Hombre,+40K,Japon,Grado,Business Analyst,1-3 years,Servicio en línea/Servicios basados ​​en Internet,Grande,"Python, R, SQL"
15547,45-59,Mujer,+40K,Reino Unido,Master,Business Analyst,< 1 years,Contabilidad/Finanzas,Startup, R
15558,18-29,Hombre,0-14K,Turquia,Grado,Data Analyst,1-3 years,Marketing/CRM,Multinacional,"Python, SQL"
15589,18-29,Hombre,No sabe/No contesta,Nigeria,Master,Business Analyst,< 1 years,,No sabe/No contesta, SQL
15595,18-29,Hombre,0-14K,India,Master,Business Analyst,1-3 years,Tecnológico,Pequeña,"Python, SQL"
15608,30-44,Hombre,+40K,Brasil,Master,Business Analyst,< 1 years,Energía/Minería,Multinacional,"Python, SQL"
15614,30-44,Hombre,0-14K,Nigeria,Master,Data Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,Python
15623,30-44,Hombre,No sabe/No contesta,Egipto,Master,Data Analyst,1-3 years,Negocios en línea/ventas basadas en Internet,Pequeña,"Python, R, Bash"
15644,30-44,Prefiero no describirme,0-14K,India,Master,Data Analyst,I have never written code,Tecnológico,Grande,No sabe/No contesta
15673,30-44,Hombre,No sabe/No contesta,Estados Unidos,Grado,Data Analyst,10-20 years,Seguro/Evaluación de Riesgos,Mediana, SQL
15680,30-44,Hombre,15K-39K,Mexico,Master,Data Analyst,1-3 years,Radio/Comunicaciones,Multinacional,"Python, SQL"
15683,30-44,Mujer,+40K,Francia,Master,Data Analyst,10-20 years,Marketing/CRM,Multinacional,"Python, R, SQL"
15702,45-59,Hombre,+40K,España,Doctorado,Data Analyst,20+ years,Académico/Educación,Grande,"Python, Julia"
15711,18-29,Mujer,No sabe/No contesta,China,Estudios Universitarios,Data Analyst,1-3 years,Tecnológico,Pequeña,Python
15720,18-29,Hombre,No sabe/No contesta,Sri Lanka,Grado,Data Analyst,< 1 years,Seguro/Evaluación de Riesgos,Multinacional,"Python, Java"
15726,45-59,Hombre,+40K,Canada,Estudios Universitarios,Business Analyst,1-3 years,Ventas al por menor,Mediana, SQL
15729,30-44,Hombre,15K-39K,Reino Unido,Grado,Business Analyst,1-3 years,Otros,Grande,"Python, R, SQL"
15735,18-29,Hombre,0-14K,India,Master,Business Analyst,< 1 years,Envío/Transporte,Multinacional,"Python, SQL"
15746,18-29,Hombre,0-14K,Indonesia,Grado,Data Analyst,1-3 years,Académico/Educación,Pequeña,"Python, SQL, Javascript"
15751,18-29,Hombre,0-14K,Filipinas,Doctorado,Data Analyst,< 1 years,Contabilidad/Finanzas,Multinacional,Python
15762,30-44,Hombre,+40K,Austria,Master,Business Analyst,5-10 years,Energía/Minería,Pequeña,"Python, R, SQL, Java, Javascript, MATLAB"
15770,30-44,Hombre,+40K,Rusia,Master,Data Analyst,3-5 years,Ventas al por menor,Mediana,"Python, SQL, Other"
15780,30-44,Hombre,+40K,Estados Unidos,Master,Data Analyst,1-3 years,Tecnológico,Pequeña,"Python, Bash"
15791,18-29,Hombre,15K-39K,Estados Unidos,Master,Data Analyst,1-3 years,Ventas al por menor,Mediana,"Python, R, SQL, C++, Java"
15796,45-59,Mujer,+40K,Estados Unidos,Grado,Data Analyst,20+ years,Gobierno/servicio público,Multinacional,"Python, R, SQL"
15799,18-29,Hombre,0-14K,Estados Unidos,Grado,Data Analyst,< 1 years,Otros,Startup,"Python, SQL, Bash"
15826,30-44,Mujer,15K-39K,Colombia,Master,Data Analyst,10-20 years,Tecnológico,Startup, SQL
15829,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,Contabilidad/Finanzas,Pequeña,"Python, SQL"
15830,30-44,Mujer,+40K,Alemania,Master,Data Analyst,3-5 years,Servicio en línea/Servicios basados ​​en Internet,Pequeña,"Python, SQL"
15837,18-29,Hombre,0-14K,Corea del Sur,Estudios Universitarios,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, R"
15838,30-44,Mujer,+40K,Estados Unidos,Master,Data Analyst,10-20 years,Gobierno/servicio público,Multinacional,Python
15845,18-29,Mujer,+40K,Reino Unido,Grado,Data Analyst,3-5 years,Servicio en línea/Servicios basados ​​en Internet,Multinacional,"Python, SQL"
15847,18-29,Hombre,15K-39K,Rusia,Master,Data Analyst,1-3 years,Gobierno/servicio público,Multinacional,"Python, R"
15848,30-44,Mujer,0-14K,Nigeria,Master,Business Analyst,< 1 years,Ventas al por menor,Startup, None
15856,18-29,Hombre,0-14K,India,Grado,Data Analyst,3-5 years,Tecnológico,Multinacional,"Python, SQL"
15858,18-29,Hombre,No sabe/No contesta,Polonia,Grado,Data Analyst,< 1 years,,No sabe/No contesta,"Python, SQL"
15859,30-44,Hombre,15K-39K,Otros,Master,Data Analyst,10-20 years,Gobierno/servicio público,Multinacional, SQL
15862,18-29,Hombre,0-14K,India,Doctorado Profesional,Data Analyst,1-3 years,Tecnológico,Mediana,"Python, SQL, C, C++"
15868,18-29,No binario,0-14K,Indonesia,Estudios Universitarios,Business Analyst,I have never written code,Académico/Educación,Startup,No sabe/No contesta
15871,18-29,Mujer,0-14K,Filipinas,Grado,Data Analyst,5-10 years,Radio/Comunicaciones,Grande,"Python, Other"
15894,30-44,Hombre,15K-39K,Chile,Master,Data Analyst,1-3 years,Ventas al por menor,Mediana," SQL, Other"
15895,30-44,Hombre,0-14K,Tunez,Grado,Business Analyst,5-10 years,Radio/Comunicaciones,Grande,"Python, SQL, Other"
15903,18-29,Hombre,+40K,Rusia,Master,Data Analyst,1-3 years,Tecnológico,Startup,"Python, SQL"
15904,45-59,Mujer,No sabe/No contesta,Tailandia,Grado,Business Analyst,10-20 years,Tecnológico,Startup,"Python, SQL, Bash, Other"
15911,18-29,Hombre,No sabe/No contesta,Rusia,Grado,Data Analyst,< 1 years,ONG/Servicio,Startup,Python
15921,18-29,Hombre,No sabe/No contesta,Nepal,Grado,Data Analyst,3-5 years,ONG/Servicio,Startup,"Python, SQL, Javascript"
15926,45-59,Hombre,0-14K,España,Estudios Universitarios,Business Analyst,< 1 years,Gobierno/servicio público,Multinacional,"Python, C++, Java"
15929,30-44,Hombre,+40K,Paises Bajos,Master,Data Analyst,1-3 years,Gobierno/servicio público,Multinacional,"Python, SQL"
15940,18-29,Mujer,0-14K,Malasia,Grado,Data Analyst,1-3 years,Tecnológico,Startup,"Python, R, SQL"
15969,18-29,Hombre,15K-39K,India,Grado,Data Analyst,3-5 years,Contabilidad/Finanzas,Grande,"Python, SQL"
15981,30-44,Hombre,+40K,Estados Unidos,Grado,Business Analyst,< 1 years,Otros,Pequeña,"Python, Javascript"
15992,30-44,Hombre,+40K,Portugal,Grado,Data Analyst,I have never written code,Contabilidad/Finanzas,Startup,No sabe/No contesta
15993,18-29,Hombre,+40K,Reino Unido,Grado,Data Analyst,1-3 years,Otros,Multinacional,"Python, SQL"
16010,30-44,Hombre,No sabe/No contesta,India,Grado,Business Analyst,5-10 years,Tecnológico,Multinacional,Python
16022,18-29,Hombre,0-14K,Peru,Estudios Universitarios,Data Analyst,3-5 years,Contabilidad/Finanzas,Startup,"Python, SQL"
16023,30-44,Prefiero no describirme,+40K,Republica Checa,Master,Data Analyst,10-20 years,Envío/Transporte,Multinacional,"Python, SQL, Bash, Other"
16032,30-44,Hombre,0-14K,Otros,Grado,Data Analyst,1-3 years,Contabilidad/Finanzas,Mediana,"Python, R, SQL"
16033,30-44,Hombre,15K-39K,Rusia,Master,Business Analyst,5-10 years,Negocios en línea/ventas basadas en Internet,Multinacional,"Python, SQL"
16057,45-59,Hombre,15K-39K,Rusia,Master,Data Analyst,20+ years,Fabricación,Mediana," C++, Other"
16059,18-29,Hombre,+40K,Estados Unidos,Master,Data Analyst,3-5 years,Envío/Transporte,Multinacional,"Python, SQL, Bash"
16065,45-59,Hombre,No sabe/No contesta,Indonesia,Master,Business Analyst,< 1 years,Académico/Educación,Startup,Python
16072,30-44,Hombre,0-14K,Singapur,Grado,Data Analyst,< 1 years,Tecnológico,Mediana,"Python, SQL"
16075,30-44,Hombre,15K-39K,Rusia,Estudios Universitarios,Business Analyst,< 1 years,Marketing/CRM,Startup,"Python, SQL"
16088,18-29,Mujer,+40K,Canada,Grado,Data Analyst,3-5 years,Contabilidad/Finanzas,Multinacional, None
16093,30-44,Hombre,0-14K,Mexico,Master,Business Analyst,3-5 years,Contabilidad/Finanzas,Multinacional, Other
16107,30-44,Hombre,0-14K,Chile,Estudios Universitarios,Data Analyst,< 1 years,Ventas al por menor,Startup,"Python, R, SQL"
16110,45-59,Hombre,No sabe/No contesta,Australia,Grado,Business Analyst,20+ years,Tecnológico,Pequeña, None
16118,30-44,Mujer,0-14K,Rusia,Grado,Data Analyst,I have never written code,Contabilidad/Finanzas,Startup,No sabe/No contesta
16129,30-44,Hombre,15K-39K,Polonia,Grado,Business Analyst,I have never written code,Contabilidad/Finanzas,Multinacional,No sabe/No contesta
16138,45-59,Hombre,15K-39K,Rumania,Master,Data Analyst,3-5 years,Marketing/CRM,Mediana,"Python, R, SQL"
16143,18-29,Hombre,No sabe/No contesta,Iraq,Bachillerato,Data Analyst,I have never written code,Marketing/CRM,Startup,No sabe/No contesta
16162,18-29,Hombre,0-14K,India,Master,Business Analyst,< 1 years,Marketing/CRM,Startup," C, C++"
16163,18-29,Hombre,No sabe/No contesta,Chile,Grado,Business Analyst,1-3 years,Hostelería/Entretenimiento/Deportes,Grande,"Python, SQL"
16174,30-44,Hombre,15K-39K,Otros,Master,Data Analyst,< 1 years,Gobierno/servicio público,Grande, R
16195,45-59,Hombre,No sabe/No contesta,Japon,Estudios Universitarios,Data Analyst,1-3 years,Tecnológico,Multinacional,Python
16204,30-44,Hombre,+40K,China,Grado,Business Analyst,5-10 years,Servicio en línea/Servicios basados ​​en Internet,Multinacional,"Python, SQL, Java"
16208,18-29,Hombre,No sabe/No contesta,China,Estudios Universitarios,Data Analyst,< 1 years,Académico/Educación,Startup,Python
16214,18-29,Mujer,No sabe/No contesta,Egipto,Grado,Data Analyst,< 1 years,,No sabe/No contesta,"Python, R"
16221,30-44,Mujer,No sabe/No contesta,Kazakhstan,Doctorado,Data Analyst,3-5 years,Académico/Educación,Startup," C++, MATLAB"
16230,45-59,Hombre,0-14K,Brasil,Estudios Universitarios,Business Analyst,I have never written code,Otros,Mediana,No sabe/No contesta
16237,45-59,Hombre,+40K,España,Master,Business Analyst,20+ years,Radio/Comunicaciones,Grande," R, SQL, Other"
16239,18-29,Hombre,0-14K,India,Grado,Business Analyst,1-3 years,Marketing/CRM,Multinacional,"Python, SQL"
16242,30-44,Hombre,0-14K,Argentina,Grado,Data Analyst,I have never written code,Negocios en línea/ventas basadas en Internet,Grande,No sabe/No contesta
16245,30-44,Hombre,0-14K,India,Grado,Business Analyst,5-10 years,Marketing/CRM,Multinacional,Python
16259,18-29,Mujer,0-14K,India,Master,Data Analyst,< 1 years,Marketing/CRM,Multinacional,"Python, R"
16261,30-44,Hombre,15K-39K,Estados Unidos,Master,Data Analyst,3-5 years,Energía/Minería,Startup," R, SQL"
16268,30-44,Hombre,No sabe/No contesta,India,Grado,Data Analyst,5-10 years,ONG/Servicio,Grande, None
16283,30-44,Hombre,+40K,Brasil,Master,Data Analyst,3-5 years,Marketing/CRM,Startup,"Python, SQL, Java, Javascript"
16286,45-59,Hombre,+40K,Estados Unidos,Grado,Business Analyst,I have never written code,Contabilidad/Finanzas,Grande,No sabe/No contesta
16290,18-29,Hombre,0-14K,India,Master,Data Analyst,1-3 years,Médico/farmacéutico,Multinacional,Python
16294,18-29,Hombre,0-14K,India,Master,Business Analyst,5-10 years,Marketing/CRM,Grande,"Python, SQL, C, C++"
16295,18-29,Hombre,No sabe/No contesta,India,Grado,Business Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,Python
16325,30-44,Hombre,+40K,Israel,Master,Data Analyst,1-3 years,Marketing/CRM,Pequeña,"Python, SQL"
16329,30-44,Hombre,0-14K,Iran,Estudios Universitarios,Business Analyst,1-3 years,Marketing/CRM,Startup,"Python, Javascript, Other"
16332,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,ONG/Servicio,Pequeña,"Python, SQL, C, C++, Java, Javascript, Bash, MATLAB"
16334,18-29,Hombre,0-14K,India,Master,Data Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,"Python, SQL"
